sn,invertersn,temperature,vpv1,vpv2,vpv3,vpv4,vpv5,vpv6,vpv7,vpv8,vpv9,vpv10,vpv11,vpv12,vpv13,vpv14,vpv15,vpv16,vpv17,vpv18,vpv19,vpv20,vpv21,vpv22,vpv23,vpv24,vpv25,vpv26,vpv27,vpv28,vpv29,vpv30,ipv1,ipv2,ipv3,ipv4,ipv5,ipv6,ipv7,ipv8,ipv9,ipv10,ipv11,ipv12,ipv13,ipv14,ipv15,ipv16,ipv17,ipv18,ipv19,ipv20,ipv21,ipv22,ipv23,ipv24,ipv25,ipv26,ipv27,ipv28,ipv29,ipv30,vac1,vac2,vac3,iac1,iac2,iac3,fac1,fac2,fac3,pac,eday,etotal,ttotal,switchstatus,powercurvenumber,errorcode,alertcode,alertcodelist,errorcodelist,createtime,outputpowerratio,activepower,reactivepower,inspectingpower,powerfactor,etl_time,ds
TP40KBT000B231023035,TP40KBT000B231023035,38.9,586.9,586.9,594.4,594.4,592.9,592.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.8,8.8,8.5,0,8.5,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,263.7,260.9,260.9,25.3,25.3,25.4,50.05,50.05,50.05,19848,23.9,52583.5,4472,1,0,0,0,\N,\N,2025-08-03 07:45:47,0.5,19848,-66,19849,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,39.6,607.2,607.2,595.7,595.7,602,602,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6,6.2,6.3,0,6.3,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,262.8,260.4,260.9,19.6,19.7,19.7,50.05,50.05,50.05,15358,25.5,52585.1,4472,1,0,0,0,\N,\N,2025-08-03 07:50:48,0.38,15358,-50,15358,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,40.1,584.9,584.9,595.4,595.4,591.8,591.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.4,9.5,9.1,0,9.1,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.2,262.8,263.8,26.7,26.8,26.8,50,50,50,21159,27.1,52586.7,4472,1,0,0,0,\N,\N,2025-08-03 07:55:48,0.53,21159,44,21159,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,40.6,583.9,583.9,587.5,587.5,589.9,589.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.6,9.8,9.5,0,9.4,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.8,262.8,264,27.5,27.6,27.6,49.96,49.96,49.96,21786,28.9,52588.5,4472,1,0,0,0,\N,\N,2025-08-03 08:00:48,0.54,21786,-55,21786,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,41.1,576.9,576.9,591.7,591.7,588,588,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10,10.2,9.6,0,9.7,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266.6,264.8,264.6,28.1,28.1,28.1,49.98,49.98,49.98,22322,30.7,52590.3,4472,1,0,0,0,\N,\N,2025-08-03 08:05:48,0.56,22322,98,22323,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,41.6,582.9,582.9,587.6,587.6,588.1,588.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.2,10.4,10,0,10,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.6,265.3,266.1,28.9,28.9,29,49.95,49.95,49.95,23092,32.6,52592.2,4472,1,0,0,0,\N,\N,2025-08-03 08:10:49,0.58,23092,39,23092,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,42.1,582.9,582.9,589.7,589.7,591.9,591.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.5,10.8,10.3,0,10.3,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.1,265.8,266.4,29.8,29.8,29.9,49.98,49.98,49.98,23843,34.5,52594.1,4472,1,0,0,0,\N,\N,2025-08-03 08:15:47,0.6,23843,-40,23843,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,42.4,587.7,587.7,590.5,590.5,588,588,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.1,11.3,10.9,0,10.9,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.2,266.1,266.4,31.5,31.6,31.6,49.96,49.96,49.96,25221,36.5,52596,4472,1,0,0,0,\N,\N,2025-08-03 08:20:49,0.63,25221,-27,25221,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,42.9,587.7,587.7,585.6,585.6,587,587,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11,11.2,10.9,0,10.9,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.5,265.9,266.1,31.4,31.4,31.4,49.95,49.95,49.95,25080,38.5,52598.1,4472,1,0,0,0,\N,\N,2025-08-03 08:25:49,0.63,25080,-38,25080,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,43.4,586.6,586.6,584.5,584.5,586,586,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.2,11.5,11.2,0,11.1,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.4,266.2,267.2,31.9,31.9,31.9,49.96,49.96,49.96,25559,40.6,52600.2,4472,1,0,0,0,\N,\N,2025-08-03 08:30:49,0.64,25559,32,25559,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,44.1,595.6,595.6,598.6,598.6,596,596,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.6,11.7,11.4,0.1,11.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.9,264.1,265.2,33.6,33.6,33.6,49.99,49.99,49.99,26698,42.8,52602.3,4473,1,0,0,0,\N,\N,2025-08-03 08:35:50,0.67,26698,193,26699,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,44.6,582.8,582.8,595.3,595.3,593.7,593.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.8,12.9,12.4,0,12.3,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268,265.6,267.1,35.9,36,36,50.02,50.02,50.02,28766,45.1,52604.6,4473,1,0,0,0,\N,\N,2025-08-03 08:40:50,0.72,28766,-31,28766,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,45.1,590.9,590.9,593.8,593.8,595.9,595.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.3,11.2,12.6,0,11,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.9,265.1,267.1,35.2,35.3,35.3,49.98,49.98,49.98,28183,47.4,52606.9,4473,1,0,0,0,\N,\N,2025-08-03 08:45:50,0.7,28183,-40,28183,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,45.8,586.5,586.5,587,587,587.5,587.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.8,13,12.5,0,12.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.4,265.9,267.2,35.2,35.3,35.3,49.97,49.97,49.97,28248,49.8,52609.3,4473,1,0,0,0,\N,\N,2025-08-03 08:50:50,0.71,28248,-23,28248,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,46.6,574.9,574.9,585.7,585.7,584.1,584.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.6,14,13.3,0,13.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.2,264.9,266,38.2,38.3,38.3,49.96,49.96,49.96,30540,52,52611.6,4473,1,0,0,0,\N,\N,2025-08-03 08:55:52,0.76,30540,-6,30540,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,47.3,575.5,575.5,581.6,581.6,583.7,583.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.8,14.1,13.5,0.1,13.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.1,266,267.6,37.9,38,38,50.04,50.04,50.04,30411,54.6,52614.2,4473,1,0,0,0,\N,\N,2025-08-03 09:00:51,0.76,30411,-47,30411,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,47.6,588.4,588.4,591.4,591.4,591.8,591.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.3,5.1,4.8,0,5,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,264.6,262,264.2,14.1,14.2,14.2,50.03,50.03,50.03,11099,56.8,52616.4,4473,1,0,0,0,\N,\N,2025-08-03 09:05:53,0.28,11099,-7,11099,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,47.6,573,573,579.6,579.6,586.1,586.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.8,14.1,13.6,0,13.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.9,265.8,267.6,38.3,38.4,38.4,50.04,50.04,50.04,30742,59.2,52618.7,4473,1,0,0,0,\N,\N,2025-08-03 09:10:53,0.77,30742,46,30742,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,48,610.3,610.3,609.7,609.7,592,592,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.3,13.5,13.4,0.1,14.2,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.6,266.9,267.9,39.7,39.8,39.8,50.03,50.03,50.03,31966,61.6,52621.2,4473,1,0,0,0,\N,\N,2025-08-03 09:15:54,0.8,31966,21,31966,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,48.3,576.5,576.5,581.6,581.6,582,582,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.8,16.3,15.6,0.1,15.6,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.1,266.6,268.1,44.1,44.2,44.2,49.96,49.96,49.96,35512,64.1,52623.6,4473,1,0,0,0,\N,\N,2025-08-03 09:20:57,0.89,35512,25,35512,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,48.8,578.5,578.5,572.6,572.6,579,579,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.9,15.3,15,0.1,14.8,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.7,265.1,266.8,41.9,42,42,49.95,49.95,49.95,33549,66.7,52626.2,4473,1,0,0,0,\N,\N,2025-08-03 09:25:54,0.84,33549,71,33549,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,49.5,576.5,576.5,573.6,573.6,576.1,576.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.6,16,15.6,0.2,15.6,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.4,265.5,267,43.8,43.8,43.8,49.97,49.97,49.97,35054,69.5,52629.1,4473,1,0,0,0,\N,\N,2025-08-03 09:30:54,0.88,35054,-21,35054,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,50,569,569,574.4,574.4,579.7,579.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.8,15.3,14.6,0.1,14.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.6,265.7,268.1,40.9,41,41,49.97,49.97,49.97,32887,72.2,52631.7,4474,1,0,0,0,\N,\N,2025-08-03 09:35:54,0.82,32887,70,32887,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,50,569,569,577.3,577.3,575.8,575.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.7,15.2,14.4,0.1,14.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.2,266,268.8,40.5,40.5,40.5,49.95,49.95,49.95,32605,74.9,52634.4,4474,1,0,0,0,\N,\N,2025-08-03 09:40:54,0.82,32605,-5,32605,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,50.2,563.1,563.1,570.4,570.4,573.8,573.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.9,15.5,14.7,0.1,14.6,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.4,266.5,269.1,40.7,40.7,40.7,49.98,49.98,49.98,32780,77.7,52637.2,4474,1,0,0,0,\N,\N,2025-08-03 09:45:56,0.82,32780,-46,32781,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,50,606,606,597.4,597.4,599.6,599.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.8,8.6,8.3,0,7.2,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.4,264.7,267.7,24.7,24.8,24.8,49.97,49.97,49.97,19769,79.4,52639,4474,1,0,0,0,\N,\N,2025-08-03 09:50:55,0.49,19769,-22,19769,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,50.2,564.9,564.9,563.5,563.5,573.9,573.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.4,15.9,15.4,0.1,15.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.3,268,270.1,41.8,41.9,41.9,50.02,50.02,50.02,33854,82,52641.5,4474,1,0,0,0,\N,\N,2025-08-03 09:55:56,0.85,33854,-195,33855,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,50.7,585.1,585.1,581.7,581.7,579.9,579.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.1,15.6,15.2,0.1,15.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271,267.6,270.2,42.6,42.7,42.6,49.98,49.98,49.98,34452,84.7,52644.3,4474,1,0,0,0,\N,\N,2025-08-03 10:00:56,0.86,34452,3,34452,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,51.2,561.9,561.9,564.3,564.3,567.9,567.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16,17.2,15,0.2,16.3,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.1,267.5,269.6,41.9,42,41.9,50.02,50.02,50.02,33850,87.6,52647.1,4474,1,0,0,0,\N,\N,2025-08-03 10:05:56,0.85,33850,26,33850,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,51.2,597.6,597.6,600.6,600.6,582.8,582.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.7,7.8,6.2,0,7.4,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.3,264.8,267.7,20.2,20.3,20.3,50.03,50.03,50.03,16171,89.3,52648.8,4474,1,0,0,0,\N,\N,2025-08-03 10:10:57,0.4,16171,-182,16172,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,51.5,561.7,561.7,559.6,559.6,562,562,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.3,16.9,16.3,0.2,16.2,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.3,268.3,269.4,44.1,44.1,44.1,49.95,49.95,49.95,35655,92.2,52651.8,4474,1,0,0,0,\N,\N,2025-08-03 10:15:56,0.89,35655,13,35655,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,52.2,564.5,564.5,562.6,562.6,566,566,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.2,16.7,16.1,0.2,16.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.6,267.5,269.3,44,44.1,44,49.97,49.97,49.97,35536,95.2,52654.7,4474,1,0,0,0,\N,\N,2025-08-03 10:20:56,0.89,35536,-5,35537,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,52.9,562.8,562.8,559.3,559.3,569.7,569.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.3,16.9,16.4,0.2,16,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.8,268.6,270.7,44.1,44.2,44.1,50.04,50.04,50.04,35774,98.1,52657.7,4474,1,0,0,0,\N,\N,2025-08-03 10:25:57,0.89,35774,-11,35775,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,53.7,557.2,557.2,555.3,555.3,560.9,560.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.4,16.9,16.4,0.2,16.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.5,266.2,268.9,44,44.1,44,50.03,50.03,50.03,35461,101.1,52660.6,4474,1,0,0,0,\N,\N,2025-08-03 10:30:57,0.89,35461,48,35462,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,54.2,557.1,557.1,558.4,558.4,563.8,563.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.2,16.8,16.1,0.2,15.9,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.7,265.6,268.4,43.8,43.8,43.8,50.02,50.02,50.02,35180,104,52663.5,4475,1,0,0,0,\N,\N,2025-08-03 10:35:59,0.88,35180,5,35180,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,54.7,556.8,556.8,557.3,557.3,559.8,559.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.2,16.7,16.1,0.2,16,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,273,268.4,271.7,43.1,43.1,43.1,50.03,50.03,50.03,35024,106.9,52666.4,4475,1,0,0,0,\N,\N,2025-08-03 10:40:57,0.88,35024,11,35024,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,54.9,559,559,559.6,559.6,564.2,564.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.1,17.6,17,0.2,16.8,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.2,266.5,270,45.9,46,45.9,50.02,50.02,50.02,37067,109.9,52669.4,4475,1,0,0,0,\N,\N,2025-08-03 10:45:58,0.93,37067,73,37067,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,54.9,572,572,571.4,571.4,574.1,574.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16,16.7,16.2,0.1,16.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,272.1,267.1,270.6,44.5,44.5,44.5,50.02,50.02,50.02,36014,112.6,52672.1,4475,1,0,0,0,\N,\N,2025-08-03 10:50:58,0.9,36014,19,36015,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,55.1,559.9,559.9,561.5,561.5,563.9,563.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.3,16.9,16.2,0.1,16.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.7,268.7,270.9,43.8,43.9,43.9,50.03,50.03,50.03,35566,115.5,52675.1,4475,1,0,0,0,\N,\N,2025-08-03 10:55:59,0.89,35566,-4,35566,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,55.6,555.9,555.9,551.6,551.6,558,558,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.2,16.8,16.2,0.2,16.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,271.2,268.7,270.8,43.3,43.3,43.3,50.03,50.03,50.03,35062,118.5,52678,4475,1,0,0,0,\N,\N,2025-08-03 11:00:59,0.88,35062,-22,35062,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,55.9,564.8,564.8,561.6,561.6,566.1,566.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.3,16.7,16.4,0.1,16.2,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,272,269.8,271.2,44,44.1,44,49.99,49.99,49.99,35773,121.4,52681,4475,1,0,0,0,\N,\N,2025-08-03 11:05:59,0.89,35773,-105,35773,-1,2025-08-04 02:34:14,20250803
