sn,invertersn,temperature,vpv1,vpv2,vpv3,vpv4,vpv5,vpv6,vpv7,vpv8,vpv9,vpv10,vpv11,vpv12,vpv13,vpv14,vpv15,vpv16,vpv17,vpv18,vpv19,vpv20,vpv21,vpv22,vpv23,vpv24,vpv25,vpv26,vpv27,vpv28,vpv29,vpv30,ipv1,ipv2,ipv3,ipv4,ipv5,ipv6,ipv7,ipv8,ipv9,ipv10,ipv11,ipv12,ipv13,ipv14,ipv15,ipv16,ipv17,ipv18,ipv19,ipv20,ipv21,ipv22,ipv23,ipv24,ipv25,ipv26,ipv27,ipv28,ipv29,ipv30,vac1,vac2,vac3,iac1,iac2,iac3,fac1,fac2,fac3,pac,eday,etotal,ttotal,switchstatus,powercurvenumber,errorcode,alertcode,alertcodelist,errorcodelist,createtime,outputpowerratio,activepower,reactivepower,inspectingpower,powerfactor,etl_time,ds
TP40KBT000B231023035,TP40KBT000B231023035,19.7,609.4,609.4,582,582,520.4,520.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.7,0,0.4,0,0.5,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,239.4,236.8,238.8,2.1,2.2,2.2,49.96,49.96,49.96,928,0.1,52559.6,4469,1,0,0,0,\N,\N,2025-08-03 05:15:39,0.02,928,-6,928,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,20.3,595.2,595.2,612.1,612.1,582.5,582.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.8,0.2,0.5,0,0.6,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,239.9,237.4,239.3,2.5,2.5,2.5,50.01,50.01,50.01,1190,0.2,52559.7,4469,1,0,0,0,\N,\N,2025-08-03 05:20:39,0.03,1190,-181,1203,-0.99,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,20.6,604.4,604.4,620.1,620.1,626.5,626.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9,0.3,0.6,0,0.6,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,240.8,237.8,240.2,2.6,2.7,2.7,50.03,50.03,50.03,1495,0.3,52559.8,4469,1,0,0,0,\N,\N,2025-08-03 05:25:40,0.04,1495,29,1495,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,21.2,615.1,615.1,616.1,616.1,610.5,610.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,0.5,0.8,0,0.8,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,241.7,238.8,241.5,3.1,3.1,3.1,50.04,50.04,50.04,1877,0.5,52560,4469,1,0,0,0,\N,\N,2025-08-03 05:30:40,0.05,1877,9,1877,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,21.9,619.1,619.1,612.8,612.8,618.5,618.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.2,0.6,0.9,0,1,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,242.1,239.2,241.6,3.6,3.7,3.6,50.05,50.05,50.05,2282,0.7,52560.1,4470,1,0,0,0,\N,\N,2025-08-03 05:35:41,0.06,2282,-76,2284,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,22.5,615.1,615.1,610.2,610.2,612.7,612.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.4,0.9,1.1,0,1.2,-0.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,241.7,239.4,241.6,4.2,4.2,4.2,50.04,50.04,50.04,2747,0.9,52560.3,4470,1,0,0,0,\N,\N,2025-08-03 05:40:41,0.07,2747,16,2747,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,22.8,617,617,621.8,621.8,616.2,616.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.6,1.1,1.3,0,1.4,-0.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,242.6,240.1,242.3,4.8,4.9,4.9,50,50,50,3261,1.1,52560.6,4470,1,0,0,0,\N,\N,2025-08-03 05:45:41,0.08,3261,-100,3262,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,23.4,615,615,617.8,617.8,620.2,620.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.8,1.3,1.6,0,1.6,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,242.2,240,242.7,5.5,5.5,5.5,49.97,49.97,49.97,3809,1.3,52560.9,4470,1,0,0,0,\N,\N,2025-08-03 05:50:41,0.1,3809,13,3809,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,24,624.8,624.8,631,631,623.2,623.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,1.5,1.8,0,1.8,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,243.4,241.6,244.1,6.2,6.3,6.3,49.98,49.98,49.98,4423,1.7,52561.2,4470,1,0,0,0,\N,\N,2025-08-03 05:55:42,0.11,4423,136,4425,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,24.6,621,621,627.1,627.1,627.5,627.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.3,1.7,2.1,0,2,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,244.9,242.6,244.7,7.1,7.1,7.1,49.97,49.97,49.97,5026,2.1,52561.6,4470,1,0,0,0,\N,\N,2025-08-03 06:00:42,0.13,5026,-80,5026,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,25.1,616.9,616.9,619.7,619.7,623.9,623.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.5,2.1,2.4,0,2.4,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,245.4,243.4,244.8,7.9,7.9,8,49.97,49.97,49.97,5681,2.5,52562.1,4470,1,0,0,0,\N,\N,2025-08-03 06:05:42,0.14,5681,-45,5681,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,25.4,626.8,626.8,627.1,627.1,625.5,625.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.8,2.3,2.5,0,2.6,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,247.1,244.9,246.6,8.7,8.7,8.8,49.96,49.96,49.96,6323,3,52562.5,4470,1,0,0,0,\N,\N,2025-08-03 06:10:43,0.16,6323,17,6323,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,26,621.9,621.9,625.7,625.7,622.2,622.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.1,2.6,2.8,0.1,2.9,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,247.4,244.9,247.3,9.6,9.7,9.7,49.96,49.96,49.96,7047,3.6,52563.1,4470,1,0,0,0,\N,\N,2025-08-03 06:15:43,0.18,7047,89,7048,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,26.6,621.8,621.8,627.5,627.5,620.1,620.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.4,2.9,3.1,0,3.2,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,247.6,245.3,248.1,10.6,10.6,10.6,50,50,50,7751,4.2,52563.7,4470,1,0,0,0,\N,\N,2025-08-03 06:20:43,0.19,7751,-1,7751,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,27.4,622.9,622.9,625.7,625.7,618.4,618.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.7,3.3,3.5,0,3.5,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,249.1,246.5,248.6,11.5,11.5,11.5,50.01,50.01,50.01,8470,4.9,52564.4,4470,1,0,0,0,\N,\N,2025-08-03 06:25:43,0.21,8470,-107,8471,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,28,623.8,623.8,619.6,619.6,616.1,616.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3.6,3.8,0,3.8,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,250,247.3,249.5,12.5,12.5,12.5,50.03,50.03,50.03,9246,5.6,52565.1,4470,1,0,0,0,\N,\N,2025-08-03 06:30:43,0.23,9246,-88,9246,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,28.6,622.7,622.7,623.6,623.6,616,616,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.2,3.9,4.1,0.1,4.2,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,250.9,247.9,249.8,13.4,13.4,13.4,50.03,50.03,50.03,9950,6.4,52565.9,4471,1,0,0,0,\N,\N,2025-08-03 06:35:44,0.25,9950,40,9950,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,29.1,620.7,620.7,617.6,617.6,614.9,614.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.6,4.2,4.4,0.1,4.5,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,251.8,248,249.3,14.4,14.5,14.5,49.95,49.95,49.95,10754,7.3,52566.7,4471,1,0,0,0,\N,\N,2025-08-03 06:40:40,0.27,10754,-18,10754,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,29.7,620.7,620.7,619.6,619.6,613,613,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.9,4.6,4.7,0.1,4.8,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,253.1,249.2,250.8,15.3,15.4,15.4,49.98,49.98,49.98,11483,8.2,52567.7,4471,1,0,0,0,\N,\N,2025-08-03 06:45:44,0.29,11483,-3,11483,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,31.5,617,617,618.5,618.5,612.9,612.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.2,5,5.1,0.1,5.1,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,252.8,250,251.2,16.4,16.4,16.4,50.01,50.01,50.01,12299,9.1,52568.7,4471,1,0,0,0,\N,\N,2025-08-03 06:50:44,0.31,12299,113,12300,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,31.6,616.8,616.8,621.4,621.4,616.9,616.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.6,5.3,5.3,0.1,5.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,254.2,251.6,251.3,17.2,17.3,17.3,49.99,49.99,49.99,13028,10.1,52569.7,4471,1,0,0,0,\N,\N,2025-08-03 06:55:45,0.33,13028,32,13028,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,33.2,612.9,612.9,615.4,615.4,608.9,608.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,5.7,5.7,0,5.7,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,255.4,254,254,18.1,18.1,18.2,50.03,50.03,50.03,13767,11.3,52570.8,4471,1,0,0,0,\N,\N,2025-08-03 07:00:45,0.34,13767,-3,13767,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,33.2,609,609,614.5,614.5,606.9,606.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.2,6.1,6,0,6.1,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,255.8,254.4,254.4,18.9,19,19,49.96,49.96,49.96,14441,12.4,52572,4471,1,0,0,0,\N,\N,2025-08-03 07:05:45,0.36,14441,-5,14441,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,34.8,609.9,609.9,609.6,609.6,602,602,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.5,6.4,6.4,0,6.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,257.1,255.5,255.9,19.9,19.9,19.9,49.98,49.98,49.98,15220,13.7,52573.2,4471,1,0,0,0,\N,\N,2025-08-03 07:10:45,0.38,15220,-23,15221,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,35,604.9,604.9,605.6,605.6,598,598,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.8,6.7,6.7,0,6.7,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,257.9,255.9,256.8,20.6,20.7,20.7,49.95,49.95,49.95,15871,15,52574.5,4471,1,0,0,0,\N,\N,2025-08-03 07:15:46,0.4,15871,91,15872,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,36.1,602.9,602.9,601.5,601.5,594.1,594.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.1,7.1,7,0,7.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,258.7,257.3,257.8,21.4,21.4,21.4,49.95,49.95,49.95,16509,16.3,52575.9,4471,1,0,0,0,\N,\N,2025-08-03 07:20:46,0.41,16509,20,16509,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,36.8,600.6,600.6,591.6,591.6,593,593,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.5,7.4,7.4,0,7.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,260.7,257.7,258.3,22.2,22.3,22.3,49.96,49.96,49.96,17253,17.7,52577.3,4471,1,0,0,0,\N,\N,2025-08-03 07:25:44,0.43,17253,110,17253,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,37.4,595.8,595.8,597.6,597.6,595,595,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.8,7.9,7.6,0,7.7,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,261.2,258.4,259.2,23,23.1,23.1,49.97,49.97,49.97,17924,19.2,52578.8,4471,1,0,0,0,\N,\N,2025-08-03 07:30:47,0.45,17924,0,17924,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,38.1,593.7,593.7,595.6,595.6,591,591,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.1,8.2,8,0,8,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,261,259.5,260,23.9,23.9,24,50.04,50.04,50.04,18633,20.7,52580.3,4472,1,0,0,0,\N,\N,2025-08-03 07:35:46,0.47,18633,-34,18633,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023035,TP40KBT000B231023035,38.9,594.6,594.6,590.5,590.5,596,596,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.4,8.4,8.3,0,8.2,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,262.5,260.5,260.3,24.6,24.6,24.6,50.02,50.02,50.02,19227,22.3,52581.8,4472,1,0,0,0,\N,\N,2025-08-03 07:40:47,0.48,19227,102,19228,1,2025-08-04 02:34:14,20250803
