sn,invertersn,temperature,vpv1,vpv2,vpv3,vpv4,vpv5,vpv6,vpv7,vpv8,vpv9,vpv10,vpv11,vpv12,vpv13,vpv14,vpv15,vpv16,vpv17,vpv18,vpv19,vpv20,vpv21,vpv22,vpv23,vpv24,vpv25,vpv26,vpv27,vpv28,vpv29,vpv30,ipv1,ipv2,ipv3,ipv4,ipv5,ipv6,ipv7,ipv8,ipv9,ipv10,ipv11,ipv12,ipv13,ipv14,ipv15,ipv16,ipv17,ipv18,ipv19,ipv20,ipv21,ipv22,ipv23,ipv24,ipv25,ipv26,ipv27,ipv28,ipv29,ipv30,vac1,vac2,vac3,iac1,iac2,iac3,fac1,fac2,fac3,pac,eday,etotal,ttotal,switchstatus,powercurvenumber,errorcode,alertcode,alertcodelist,errorcodelist,createtime,outputpowerratio,activepower,reactivepower,inspectingpower,powerfactor,etl_time,ds
TP40KBT000B231023018,TP40KBT000B231023018,44.4,590.4,590.4,590.6,590.6,587.2,587.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12.9,13.3,13,0,13.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266.7,264.5,268.4,37.4,37.4,37.4,49.97,49.97,49.97,29885,46.3,60098,5072,1,0,0,0,\N,\N,2025-08-03 08:45:59,0.75,29885,38,29885,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,45.1,590.9,590.9,616.4,616.4,602.2,602.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.7,14.3,12.8,0,13.6,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.8,266.6,269.9,39.3,39.3,39.3,50.01,50.01,50.01,31593,48.8,60100.5,5073,1,0,0,0,\N,\N,2025-08-03 08:51:01,0.79,31593,8,31593,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,45.8,579.8,579.8,591,591,588.4,588.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.6,14.2,13.6,0,13.8,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,261.9,265.3,269.5,39.2,39.2,39.1,49.98,49.98,49.98,31168,51.1,60102.8,5073,1,0,0,0,\N,\N,2025-08-03 08:56:00,0.78,31168,-44,31168,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,46.3,577.4,577.4,592.7,592.7,588.4,588.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.9,14.5,13.6,0,14,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,264,266.3,270.4,39.5,39.5,39.4,50.03,50.03,50.03,31570,53.7,60105.4,5073,1,0,0,0,\N,\N,2025-08-03 09:01:01,0.79,31570,-23,31570,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,47.1,577.7,577.7,586.8,586.8,588.7,588.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.7,14.6,14,0,14,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,263.9,264.7,269.6,39.9,39.9,39.8,50.03,50.03,50.03,31801,56.3,60108,5073,1,0,0,0,\N,\N,2025-08-03 09:06:01,0.8,31801,51,31801,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,47.3,579.4,579.4,579,579,582.5,582.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.9,15.6,15.1,0,15.3,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266.5,266.3,270.8,42.3,42.3,42.2,50.07,50.07,50.07,33949,59.1,60110.8,5073,1,0,0,0,\N,\N,2025-08-03 09:11:03,0.85,33949,-2,33950,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,47.8,583.7,583.7,589.9,589.9,597.6,597.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.3,15.1,14.3,0,14.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267,267.4,271.2,41.1,41.1,41,50.02,50.02,50.02,33054,61.2,60112.9,5073,1,0,0,0,\N,\N,2025-08-03 09:16:02,0.83,33054,-15,33054,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,47.7,587.6,587.6,596.9,596.9,594.5,594.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.9,15.6,14.8,0,15,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266.9,266.8,271.1,42.5,42.5,42.5,49.98,49.98,49.98,34194,63.9,60115.6,5073,1,0,0,0,\N,\N,2025-08-03 09:21:04,0.85,34194,-103,34194,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,48,577.6,577.6,584.9,584.9,582.6,582.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.2,15.9,15.2,0,15.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.5,263.8,269.1,43.5,43.6,43.5,49.96,49.96,49.96,34740,66.1,60117.8,5073,1,0,0,0,\N,\N,2025-08-03 09:26:02,0.87,34740,-41,34740,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,47.8,570.6,570.6,579.7,579.7,576.5,576.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15,15.7,15,0,15,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.6,265.9,270.1,42.1,42.1,42.1,49.97,49.97,49.97,33758,68.6,60120.3,5073,1,0,0,0,\N,\N,2025-08-03 09:31:04,0.84,33758,34,33758,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,48.8,574.3,574.3,576.7,576.7,586.2,586.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.3,16.1,15.4,0,15.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.1,264.8,270.7,43.1,43.2,43.1,49.98,49.98,49.98,34649,71.4,60123.1,5073,1,0,0,0,\N,\N,2025-08-03 09:36:03,0.87,34649,-22,34649,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,49.3,568.3,568.3,573.7,573.7,573.4,573.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.4,16.2,15.4,0,15.7,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.8,265.5,271.4,42.8,42.9,42.8,49.95,49.95,49.95,34503,74.3,60126,5073,1,0,0,0,\N,\N,2025-08-03 09:41:04,0.86,34503,55,34503,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,49.8,571.1,571.1,571.7,571.7,574.3,574.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.7,15.4,14.9,0,14.9,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.1,267,272.1,40.9,40.9,40.8,49.98,49.98,49.98,33048,77,60128.8,5073,1,0,0,0,\N,\N,2025-08-03 09:46:04,0.83,33048,-31,33049,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,50.2,569.6,569.6,565,565,576.5,576.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,14.8,15.5,15.1,0,15,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.1,267.2,270.5,41.1,41.2,41.1,49.98,49.98,49.98,33182,79.8,60131.5,5074,1,0,0,0,\N,\N,2025-08-03 09:51:04,0.83,33182,-40,33182,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,50.2,565.8,565.8,567.1,567.1,572.7,572.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.3,16,15.4,0,15.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.3,267.7,271.6,42.2,42.2,42.2,50.03,50.03,50.03,34086,82.6,60134.3,5074,1,0,0,0,\N,\N,2025-08-03 09:56:04,0.85,34086,-103,34086,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,50.7,598.8,598.8,586.6,586.6,605.9,605.9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.6,10,6.5,0,9.6,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266.6,266.2,268.8,22.5,22.5,22.4,49.96,49.96,49.96,17969,84.8,60136.5,5074,1,0,0,0,\N,\N,2025-08-03 10:01:05,0.45,17969,35,17969,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,50.5,571.4,571.4,571,571,574.7,574.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15.4,16.3,15.7,0,15.8,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.6,267.4,271.9,43,43.1,43,50.01,50.01,50.01,34812,87.1,60138.8,5074,1,0,0,0,\N,\N,2025-08-03 10:06:05,0.87,34812,80,34812,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,50.7,569.5,569.5,571.9,571.9,572.5,572.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.6,17.4,16.7,0,16.7,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.5,266.4,273.2,45.8,45.8,45.8,50.04,50.04,50.04,37087,90.1,60141.8,5074,1,0,0,0,\N,\N,2025-08-03 10:11:05,0.93,37087,35,37087,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,51.5,568.7,568.7,557.3,557.3,565.1,565.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17.2,18.3,17.1,0.1,17.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267,268.6,273.2,46.2,46.2,46.2,49.98,49.98,49.98,37349,93,60144.8,5074,1,0,0,0,\N,\N,2025-08-03 10:16:05,0.93,37349,19,37349,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,51.7,620,620,614.2,614.2,611.5,611.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.5,9.9,9.4,0,10.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.1,265.2,269.6,28.9,29,28.9,49.97,49.97,49.97,23102,94.8,60146.5,5074,1,0,0,0,\N,\N,2025-08-03 10:21:05,0.58,23102,0,23102,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,51.5,570,570,576.6,576.6,574.3,574.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.3,17.1,16.3,0,16.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.6,267.7,272.5,45.1,45.2,45.1,50.03,50.03,50.03,36497,97.8,60149.5,5074,1,0,0,0,\N,\N,2025-08-03 10:26:06,0.91,36497,133,36498,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,52.2,561.3,561.3,558.6,558.6,563.4,563.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17,17.9,17.4,0.1,17.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.9,260.1,271.9,47,47.1,47,50.06,50.06,50.06,37714,100.6,60152.4,5074,1,0,0,0,\N,\N,2025-08-03 10:31:06,0.94,37714,-30,37714,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,52.7,576.5,576.5,576.7,576.7,585.5,585.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.4,4.6,4.4,0,4.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266.3,254.9,267.3,12.7,12.8,12.6,50.05,50.05,50.05,9886,103.3,60155,5074,1,0,0,0,\N,\N,2025-08-03 10:36:06,0.25,9886,-13,9886,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,52.4,577.7,577.7,581.6,581.6,581.3,581.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.7,18,16.5,0,17.3,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,273.6,263.2,273.7,46.8,46.9,46.8,50.03,50.03,50.03,37936,105,60156.7,5074,1,0,0,0,\N,\N,2025-08-03 10:41:08,0.95,37936,77,37936,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,52.4,568.1,568.1,564.9,564.9,568.6,568.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.1,16.8,16.4,0,16.2,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,272.2,261.6,272.9,44.4,44.5,44.4,50.05,50.05,50.05,35815,108,60159.8,5074,1,0,0,0,\N,\N,2025-08-03 10:46:07,0.9,35815,33,35815,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,53.4,557.8,557.8,562.8,562.8,558.6,558.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.4,17.3,16.5,0,16.8,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,272.4,263.2,272.1,44.7,44.8,44.7,50.01,50.01,50.01,36115,111,60162.7,5075,1,0,0,0,\N,\N,2025-08-03 10:51:09,0.9,36115,15,36115,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,54.2,568.2,568.2,563,563,580.8,580.8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,3.2,3.1,-0.1,3,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,264.3,265.7,268.4,8.6,8.6,8.5,50.02,50.02,50.02,6632,113.8,60165.5,5075,1,0,0,0,\N,\N,2025-08-03 10:56:07,0.17,6632,-4,6632,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,53.9,561.5,561.5,563.9,563.9,560.6,560.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.4,17.2,16.6,0,16.8,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.4,268.9,272.4,44.8,44.8,44.8,50.03,50.03,50.03,36274,116.5,60168.2,5075,1,0,0,0,\N,\N,2025-08-03 11:01:09,0.91,36274,-46,36274,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,54.4,563.6,563.6,558.9,558.9,560.6,560.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.2,17.1,16.6,0,16.7,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269,269.6,273.1,44.3,44.4,44.3,50.03,50.03,50.03,35962,119.5,60171.2,5075,1,0,0,0,\N,\N,2025-08-03 11:06:08,0.9,35962,-174,35963,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,54.7,565.4,565.4,558.9,558.9,565.6,565.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.2,17.1,16.6,0,16.6,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,270.5,270.4,274.7,44.2,44.2,44.2,49.94,49.94,49.94,36033,122.5,60174.2,5075,1,0,0,0,\N,\N,2025-08-03 11:11:08,0.9,36033,89,36033,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,55.1,559.4,559.4,556.9,556.9,562.6,562.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.4,17.5,16.7,0,16.7,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.2,267.8,269.4,45,45,45,50.05,50.05,50.05,36204,125.5,60177.2,5075,1,0,0,0,\N,\N,2025-08-03 11:16:08,0.91,36204,-5,36204,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,55.6,557.6,557.6,564.6,564.6,566.3,566.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.4,17.4,16.4,0,16.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267.4,268.7,270.6,44.7,44.7,44.6,50.03,50.03,50.03,36011,128.5,60180.2,5075,1,0,0,0,\N,\N,2025-08-03 11:21:10,0.9,36011,96,36011,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,56.1,559.6,559.6,562.6,562.6,562.2,562.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.6,17.7,16.8,0,16.9,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268.7,268.9,272.5,45.3,45.3,45.3,50,50,50,36708,131.5,60183.3,5075,1,0,0,0,\N,\N,2025-08-03 11:26:09,0.92,36708,241,36709,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,55.9,562,562,566.6,566.6,559.4,559.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17,17.9,17.1,0,17.5,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.9,271.7,273.4,46.3,46.3,46.3,50.02,50.02,50.02,37685,134.2,60185.9,5075,1,0,0,0,\N,\N,2025-08-03 11:31:10,0.94,37685,-85,37685,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,56.1,562.5,562.5,562.6,562.6,561.5,561.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17,18,17.3,0,17.4,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.5,269.5,273.2,46.4,46.4,46.4,50.06,50.06,50.06,37661,137.3,60189,5075,1,0,0,0,\N,\N,2025-08-03 11:36:09,0.94,37661,4,37661,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,56.4,557.6,557.6,558.9,558.9,564.7,564.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.8,17.7,16.9,0,16.9,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.6,268.8,273.5,45.3,45.4,45.3,50.05,50.05,50.05,36796,140.4,60192.2,5075,1,0,0,0,\N,\N,2025-08-03 11:41:11,0.92,36796,3,36796,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,56.9,554.1,554.1,554.8,554.8,556.5,556.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.8,17.8,17,0,17.1,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.5,268.2,272.9,45.2,45.3,45.2,50.01,50.01,50.01,36643,143.5,60195.2,5075,1,0,0,0,\N,\N,2025-08-03 11:46:10,0.92,36643,-12,36643,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,57.1,561.1,561.1,551,551,558.7,558.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.7,17.7,17.3,0.1,17.2,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269.6,268.2,274.2,45.6,45.6,45.5,50.06,50.06,50.06,36949,146.5,60198.2,5076,1,0,0,0,\N,\N,2025-08-03 11:51:11,0.92,36949,-37,36949,-1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,57.4,558.5,558.5,556.9,556.9,560.6,560.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16.9,17.9,17.2,0,17.2,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,267,268.5,273.6,45.8,45.9,45.8,49.97,49.97,49.97,37070,149.6,60201.3,5076,1,0,0,0,\N,\N,2025-08-03 11:56:10,0.93,37070,65,37070,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,57.9,566,566,550.9,550.9,554.6,554.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17,18,17.8,0.1,17.9,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,268,267.7,274.6,47,47,46.9,50.04,50.04,50.04,38023,152.7,60204.4,5076,1,0,0,0,\N,\N,2025-08-03 12:01:12,0.95,38023,9,38023,1,2025-08-04 02:34:14,20250803
TP40KBT000B231023018,TP40KBT000B231023018,57.9,594.2,594.2,569,569,573.5,573.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.6,3.7,4.1,-0.1,4.3,-0.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265.3,265.5,269.5,10.9,10.9,10.8,49.94,49.94,49.94,8548,155,60206.7,5076,1,0,0,0,\N,\N,2025-08-03 12:06:11,0.21,8548,27,8548,1,2025-08-04 02:34:14,20250803
